operation_type,log_size,dtype,cpu_runtime_ms,gpu_runtime_ms,transfer_time_ms,winner,cpu_load_pct,is_battery_powered,power_mode,gpu_load_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_pressure,gpu_temp_C,thermal_headroom,concurrent_gpu_tasks,device_name,is_edge,source_file,data_transfer_cost_ms,gpu_mem_free_mb
elementwise,4.8165,float16,0.2783,0.319,0.0218,0,10.0,1.0,0.0,4,274.0,4096.0,0.0671,52,33.0,4.0,NVIDIA GeForce RTX 2050,0,elementwise.parquet,0.0218,
fft,2.4099,float32,0.9089,148.3609,0.0001,0,14.4,1.0,0.0,1,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0001,
fft,3.0107,float32,1.5541,22.7194,0.0003,0,13.0,1.0,0.0,1,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0003,
fft,3.6125,float32,3.6294,2.1928,0.0014,1,38.5,1.0,0.0,1,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0014,
fft,2.5855,float32,0.2085,24.2656,0.0001,0,42.3,1.0,0.0,1,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0001,
fft,3.1867,float32,0.2396,2.4179,0.0005,0,25.0,1.0,0.0,1,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0005,
fft,3.7885,float32,0.2568,2.248,0.002,0,0.0,1.0,0.0,1,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.002,
fft,2.7101,float32,0.1746,22.3191,0.0002,0,56.0,1.0,0.0,1,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0002,
fft,3.3115,float32,0.1936,20.7258,0.0007,0,50.0,1.0,0.0,1,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0007,
fft,3.9134,float32,0.329,2.1581,0.0027,0,54.5,1.0,0.0,1,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0027,
fft,2.8859,float32,0.1378,21.1584,0.0003,0,50.0,1.0,0.0,10,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0003,
fft,3.4876,float32,0.2166,2.3671,0.001,0,63.6,1.0,0.0,10,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.001,
fft,4.0895,float32,0.3673,1.9112,0.0041,0,0.0,1.0,0.0,10,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0041,
fft,3.0107,float32,0.1759,21.3313,0.0003,0,68.2,1.0,0.0,10,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0003,
fft,3.6125,float32,0.2142,23.0068,0.0014,0,37.5,1.0,0.0,10,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0014,
fft,4.2144,float32,0.4254,2.4937,0.0055,0,50.0,1.0,0.0,10,206.0,4096.0,0.0504,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0055,
fft,3.1867,float32,0.1771,120.0961,0.0005,0,62.6,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0005,
fft,3.7885,float32,0.2682,4.3372,0.002,0,0.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.002,
fft,4.3905,float32,0.6365,3.1681,0.0082,0,80.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0082,
fft,3.3115,float32,0.2472,23.4003,0.0007,0,42.9,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0007,
fft,3.9134,float32,0.275,22.275,0.0027,0,52.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0027,
fft,4.5155,float32,0.6599,2.4161,0.0109,0,0.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0109,
fft,3.4876,float32,0.2193,21.7237,0.001,0,54.5,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.001,
fft,4.0895,float32,0.3123,2.435,0.0041,0,0.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0041,
fft,4.6916,float32,1.111,2.515,0.0164,0,50.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0164,
fft,3.6125,float32,0.3019,20.8858,0.0014,0,58.3,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0014,
fft,4.2144,float32,0.5935,22.0623,0.0055,0,54.5,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0055,
fft,4.8165,float32,1.1042,2.2685,0.0218,0,0.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0218,
fft,3.7094,float32,0.4611,3.5948,0.0017,0,100.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0017,
fft,4.3114,float32,0.9762,2.8344,0.0068,0,0.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0068,
fft,4.9134,float32,1.2182,3.4913,0.0273,0,60.0,1.0,0.0,4,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0273,
fft,3.7885,float32,0.6562,26.8662,0.002,0,50.0,1.0,0.0,8,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.002,
fft,4.3905,float32,0.696,3.5344,0.0082,0,0.0,1.0,0.0,8,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0082,
fft,4.9926,float32,0.9706,3.9766,0.0328,0,63.6,1.0,0.0,8,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0328,
fft,3.8555,float32,0.531,4.3783,0.0024,0,0.0,1.0,0.0,8,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0024,
fft,4.4575,float32,0.838,4.2928,0.0096,0,66.7,1.0,0.0,8,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0096,
fft,5.0595,float32,1.0788,3.7116,0.0382,0,0.0,1.0,0.0,8,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0382,
fft,3.9134,float32,0.6423,22.2607,0.0027,0,54.2,1.0,0.0,8,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0027,
fft,4.5155,float32,1.1494,23.6889,0.0109,0,54.2,1.0,0.0,8,210.0,4096.0,0.0514,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0109,
fft,5.1175,float32,1.1041,3.806,0.0437,0,0.0,1.0,0.0,8,212.0,4096.0,0.0519,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0437,
fft,3.9646,float32,0.6206,26.3867,0.0031,0,50.0,1.0,0.0,8,212.0,4096.0,0.0519,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0031,
fft,4.5666,float32,1.033,4.6901,0.0123,0,66.7,1.0,0.0,8,212.0,4096.0,0.0519,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0123,
fft,5.1687,float32,2.1576,6.1533,0.0492,0,83.3,1.0,0.0,8,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0492,
fft,4.0103,float32,0.8101,29.7181,0.0034,0,58.3,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0034,
fft,4.6124,float32,1.355,4.541,0.0137,0,66.7,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0137,
fft,5.2144,float32,1.4146,3.8953,0.0546,0,58.3,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0546,
fft,4.0895,float32,0.7868,23.207,0.0041,0,57.1,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0041,
fft,4.6916,float32,1.1928,3.4866,0.0164,0,0.0,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0164,
fft,5.2936,float32,1.8146,3.6405,0.0655,0,90.9,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0655,
fft,4.1565,float32,1.2009,3.6116,0.0048,0,0.0,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0048,
fft,4.7585,float32,1.3848,2.3761,0.0191,0,50.0,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0191,
fft,5.3605,float32,1.5943,2.328,0.0765,0,0.0,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0765,
fft,4.2144,float32,0.657,27.8536,0.0055,0,50.0,1.0,0.0,5,232.0,4096.0,0.0568,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0055,
fft,4.8165,float32,1.3435,6.5589,0.0218,0,50.0,1.0,0.0,5,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0218,
fft,5.4185,float32,1.5547,4.5101,0.0874,0,50.0,1.0,0.0,5,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0874,
fft,4.3114,float32,0.9175,5.0163,0.0068,0,88.9,1.0,0.0,5,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0068,
fft,4.9134,float32,1.7695,2.9955,0.0273,0,0.0,1.0,0.0,5,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0273,
fft,5.5155,float32,2.9066,2.5161,0.1092,1,50.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.1092,
fft,4.3905,float32,1.1088,3.4672,0.0082,0,100.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0082,
fft,4.9926,float32,1.4807,6.7735,0.0328,0,0.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0328,
fft,5.5946,float32,2.2493,3.1813,0.1311,0,50.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.1311,
fft,4.4575,float32,0.7638,2.5748,0.0096,0,60.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0096,
fft,5.0595,float32,2.194,2.476,0.0382,0,0.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0382,
fft,5.6616,float32,2.7973,2.8421,0.1529,0,50.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.1529,
fft,4.5155,float32,0.8572,2.4568,0.0109,0,70.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0109,
fft,5.1175,float32,2.7526,2.2179,0.0437,1,0.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0437,
fft,5.7196,float32,2.8114,2.5261,0.1748,1,50.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.1748,
fft,4.6124,float32,1.032,3.0272,0.0137,0,50.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0137,
fft,5.2144,float32,1.9237,3.7312,0.0546,0,0.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0546,
fft,5.8165,float32,3.4468,3.9737,0.2185,0,54.2,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.2185,
fft,4.6916,float32,1.0501,2.9557,0.0164,0,0.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0164,
fft,5.2936,float32,3.1501,6.1234,0.0655,0,50.0,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0655,
fft,5.8957,float32,5.188,3.5048,0.2621,1,54.2,1.0,0.0,6,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.2621,
fft,4.8165,float32,1.6723,3.4249,0.0218,0,50.0,1.0,0.0,5,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0218,
fft,5.4185,float32,3.5118,2.3461,0.0874,1,54.5,1.0,0.0,5,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.0874,
fft,6.0206,float32,9.6732,3.1959,0.3495,1,50.0,1.0,0.0,5,234.0,4096.0,0.0573,55,30.0,4.0,NVIDIA GeForce RTX 2050,0,fft.parquet,0.3495,
matmul,3.6125,float32,0.5615,114.8407,0.0002,0,23.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0002,
matmul,4.1407,float32,0.093,8.5366,0.0004,0,16.7,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0004,
matmul,4.5155,float32,0.083,0.4509,0.0007,0,0.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0007,
matmul,4.8062,float32,0.0969,0.3489,0.0011,0,0.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0011,
matmul,5.0437,float32,0.093,0.5406,0.0015,0,0.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0015,
matmul,5.2446,float32,0.1246,0.5125,0.0021,0,16.7,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0021,
matmul,5.4185,float32,4.7872,0.4353,0.0027,1,0.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0027,
matmul,5.7093,float32,0.192,0.5119,0.0043,0,58.3,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0043,
matmul,5.9468,float32,0.1706,0.5441,0.0061,0,0.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0061,
matmul,6.1477,float32,0.519,0.4271,0.0084,1,0.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0084,
matmul,6.3216,float32,0.1546,0.7389,0.0109,0,100.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0109,
matmul,6.6124,float32,0.303,0.8049,0.0171,0,50.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0171,
matmul,6.8499,float32,0.9549,0.4661,0.0246,1,0.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0246,
matmul,7.0507,float32,0.9648,0.835,0.0335,1,58.3,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0335,
matmul,7.2247,float32,1.0044,0.417,0.0437,1,0.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0437,
matmul,7.3782,float32,1.5329,0.5682,0.0553,1,66.7,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0553,
matmul,7.5155,float32,1.7418,0.5448,0.0683,1,0.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0683,
matmul,7.6396,float32,1.9636,0.5291,0.0826,1,58.3,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0826,
matmul,7.753,float32,2.9207,0.5665,0.0983,1,75.0,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0983,
matmul,7.8573,float32,2.3723,0.6996,0.1154,1,66.7,1.0,0.0,6,232.0,4096.0,0.0568,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.1154,
matmul,7.9538,float32,3.1304,1.2989,0.1338,1,69.2,1.0,0.0,6,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.1338,
matmul,8.0437,float32,3.2985,0.7213,0.1536,1,75.0,1.0,0.0,2,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.1536,
matmul,8.1278,float32,4.3187,0.5676,0.1748,1,66.7,1.0,0.0,2,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.1748,
matmul,8.2813,float32,6.3166,0.6599,0.2212,1,66.7,1.0,0.0,2,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.2212,
matmul,8.4185,float32,8.4384,0.8191,0.2731,1,58.3,1.0,0.0,2,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.2731,
matmul,8.5427,float32,10.7444,0.8253,0.3304,1,62.5,1.0,0.0,2,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.3304,
matmul,8.6561,float32,13.0775,0.9288,0.3932,1,63.9,1.0,0.0,2,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.3932,
matmul,8.7604,float32,16.4526,0.843,0.4615,1,58.3,1.0,0.0,2,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.4615,
matmul,8.8569,float32,19.9487,1.2386,0.5352,1,74.5,1.0,0.0,2,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.5352,
matmul,8.9468,float32,27.0251,1.0784,0.6144,1,65.3,1.0,0.0,2,234.0,4096.0,0.0573,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.6144,
matmul,9.0309,float32,31.4804,2.5398,0.6991,1,65.0,1.0,0.0,2,254.0,4096.0,0.0621,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.6991,
matmul,9.1844,float32,35.9929,2.0563,0.8847,1,54.2,1.0,0.0,2,254.0,4096.0,0.0621,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.8847,
matmul,9.3216,float32,54.3303,2.6739,1.0923,1,62.5,1.0,0.0,2,254.0,4096.0,0.0621,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,1.0923,
matmul,9.4458,float32,55.7054,2.2582,1.3216,1,64.1,1.0,0.0,2,254.0,4096.0,0.0621,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,1.3216,
matmul,9.5592,float32,87.187,3.5512,1.5729,1,54.1,1.0,0.0,1,254.0,4096.0,0.0621,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,1.5729,
matmul,9.76,float32,115.388,4.9038,2.1408,1,56.8,1.0,0.0,2,282.0,4096.0,0.069,53,32.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,2.1408,
matmul,9.934,float32,202.535,6.8103,2.7962,1,62.8,1.0,0.0,3,314.0,4096.0,0.0768,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,2.7962,
matmul,10.2247,float32,350.6618,11.2119,4.3691,1,54.9,1.0,0.0,0,472.0,4096.0,0.1154,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,4.3691,
matmul,10.4623,float32,599.5102,22.6124,6.2915,1,51.4,1.0,0.0,0,580.0,4096.0,0.1417,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,6.2915,
matmul,3.6125,float16,0.1109,142.3927,0.0001,0,59.8,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0001,
matmul,4.1407,float16,0.1435,0.5008,0.0002,0,0.0,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0002,
matmul,4.5155,float16,0.2509,0.356,0.0003,0,0.0,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0003,
matmul,4.8062,float16,0.3272,0.3817,0.0005,0,30.4,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0005,
matmul,5.0437,float16,0.5244,0.3564,0.0008,1,0.0,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0008,
matmul,5.2446,float16,0.7522,0.4408,0.001,1,0.0,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.001,
matmul,5.4185,float16,1.1373,0.3514,0.0014,1,14.3,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0014,
matmul,5.7093,float16,2.1361,0.4165,0.0021,1,0.0,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0021,
matmul,5.9468,float16,3.6134,0.3694,0.0031,1,20.0,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0031,
matmul,6.1477,float16,6.2074,0.3748,0.0042,1,12.5,1.0,0.0,16,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0042,
matmul,6.3216,float16,9.1327,0.5143,0.0055,1,10.0,1.0,0.0,16,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0055,
matmul,6.6124,float16,17.7981,0.6229,0.0085,1,5.0,1.0,0.0,16,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0085,
matmul,6.8499,float16,30.7774,22.0667,0.0123,1,15.9,1.0,0.0,16,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0123,
matmul,7.0507,float16,56.4608,0.7399,0.0167,1,26.0,1.0,0.0,16,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0167,
matmul,7.2247,float16,81.5721,0.5427,0.0218,1,26.8,1.0,0.0,2,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0218,
matmul,7.3782,float16,101.9125,12.9207,0.0276,1,11.7,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0276,
matmul,7.5155,float16,136.3311,0.7729,0.0341,1,17.9,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0341,
matmul,7.6396,float16,177.6594,0.6657,0.0413,1,14.8,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0413,
matmul,7.753,float16,233.6677,0.6797,0.0492,1,11.9,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0492,
matmul,7.8573,float16,299.1074,0.6563,0.0577,1,17.0,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0577,
matmul,7.9538,float16,378.063,0.616,0.0669,1,16.2,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0669,
matmul,8.0437,float16,458.2312,0.9333,0.0768,1,16.5,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0768,
matmul,8.1278,float16,622.214,1.2223,0.0874,1,25.9,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.0874,
matmul,8.2813,float16,863.3392,1.3318,0.1106,1,21.4,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.1106,
matmul,8.4185,float16,1191.5561,1.4205,0.1365,1,19.9,1.0,0.0,0,586.0,4096.0,0.1432,54,31.0,4.0,NVIDIA GeForce RTX 2050,0,matmul.parquet,0.1365,
